,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Box_office
6918,Jurmana,1979.0,139.0,"Drama, Romance",6.8,176.0,Hrishikesh Mukherjee,Rakhee Gulzar,Amitabh Bachchan,Shreeram Lagoo,Average
6919,Jurmana,1996.0,134.0,Action,5.4,31.0,T.L.V. Prasad,Mithun Chakraborty,Rambha,Ashwini Bhave,Average
6920,Jurrat,1989.0,146.0,"Action, Crime",4.6,23.0,David Dhawan,Shatrughan Sinha,Kumar Gaurav,Amala Akkineni,Average
6921,Just Like That,2019.0,109.0,Drama,7.9,30.0,Kislay,Trimala Adhikari,Harish Khanna,Mohini Sharma,Hit
6922,Just Married: Marriage Was Only the Beginning!,2007.0,135.0,"Comedy, Drama, Romance",5.3,495.0,Meghna Gulzar,Fardeen Khan,Esha Deol,Neelima Azim,Average
6923,Justice,1956.0,131.0,Drama,6.0,55.0,Kedar Kapoor,Ajit,Nalini Jaywant,Durga Khote,Average
6924,Justice,1946.0,131.0,Unknown,6.0,55.0,Phani Majumdar,Swarnalata,Navin Yagnik,Noor Mohammad Charlie,Average
6925,Justice,1973.0,131.0,"Crime, Drama",6.0,8.0,Adurthi Subba Rao,Waheeda Rehman,Vijay Arora,Tanuja,Average
6926,Justice Chaudhury,1983.0,156.0,"Drama, Action, Comedy",5.6,75.0,K. Raghavendra Rao,Jeetendra,Hema Malini,Sridevi,Average
6927,Justice Chowdhary,2000.0,131.0,Action,4.3,21.0,Manish Khandewal,Arun Bakshi,Mithun Chakraborty,Pinky Chinoy,Average
6928,Justice For Good Content,2021.0,131.0,Comedy,6.0,55.0,Ali Haji,Kritika Avasthi,Chirag Bajaj,Dhaval Barbhaya,Average
6929,Jwaala Daaku,1981.0,131.0,Action,5.3,9.0,R.P. Swamy,Mahendra Sandhu,Asha Sachdev,Farida Jalal,Average
6930,Jwaala Mera Naam,2004.0,131.0,Thriller,6.0,55.0,Ali Khan,Anwar Khan,Amit Pachori,Aman Sagar,Average
6931,Jwala,1938.0,165.0,Unknown,6.0,55.0,Master Vinayak,Chandra Mohan,Ratnaprabha,Ashalata Wabgaonkar,Average
6932,Jwala,1971.0,131.0,"Action, Crime",5.2,33.0,M.V. Raman,Sunil Dutt,Madhubala,Sohrab Modi,Average
6933,Jwala,1986.0,131.0,"Action, Drama, Thriller",6.0,55.0,Sudesh Issar,Puneet Issar,Goga Kapoor,Kamal Kapoor,Average
6934,Jwala Daku,2000.0,131.0,Action,6.0,55.0,Vicky Ranawat,Hemangini,Himanshu,Shakti Kapoor,Average
6935,Jwalamukhi,1936.0,131.0,Unknown,6.0,55.0,D.N. Madhok,Noor Mohammad Charlie,Ishwarlal,Unknown,Average
6936,Jwalamukhi,1980.0,162.0,"Action, Romance, Drama",5.8,28.0,Prakash Mehra,Waheeda Rehman,Shatrughan Sinha,Reena Roy,Average
6937,Jwalamukhi,2000.0,135.0,"Action, Drama",4.2,29.0,Jagdish A. Sharma,Vijay Sharma,Abdul Rehman Sheikh,Arjun,Average
6938,Jwar Bhata,1944.0,120.0,"Drama, Romance",7.6,34.0,Amiya Chakrabarty,Ruma Guha Thakurta,Aga Jaan,Vikram Kapoor,Hit
6939,Jwar Bhata,1973.0,131.0,"Drama, Family",6.7,58.0,Adurthi Subba Rao,Saira Banu,Dharmendra,Sujit Kumar,Average
6940,Jwlwi - The Seed,2019.0,90.0,Drama,8.0,24.0,Rajni Basumatary,Raj Agnihotri,Mondeep Basumatary,Rajni Basumatary,Hit
6941,Jyot Jale,1973.0,131.0,Drama,6.0,55.0,Satyen Bose,Abhi Bhattacharya,Tarun Bose,Mumtaz,Average
6942,Jyoti,1969.0,131.0,"Drama, Family",6.2,6.0,Dulal Guha,Sanjeev Kumar,Nivedita,Abhi Bhattacharya,Average
6943,Jyoti,1981.0,144.0,Drama,5.9,31.0,Pramod Chakravorty,Ajit,Birbal,Vijayendra Ghatge,Average
6944,Jyoti Bane Jwala,1980.0,166.0,"Drama, Family, Action",5.0,38.0,Narayana Rao Dasari,Jeetendra,Vinod Mehra,Ashok Kumar,Average
6945,Jyoti Devi Maa,1988.0,131.0,Drama,6.0,55.0,Silk Smitha,Unknown,Unknown,Unknown,Average
6946,Jyotishi,1990.0,131.0,Drama,6.0,55.0,Mehmood Khan,Unknown,Unknown,Unknown,Average
6947,K.C.R: Kill Create Rescue,,102.0,"Action, Sci-Fi",6.0,55.0,Vishwanath Batchu,Sagar,Unknown,Unknown,Average
6948,K.G.F: Chapter 2,2021.0,131.0,"Action, Crime, Drama",6.0,55.0,Prashanth Neel,Yash,Sanjay Dutt,Raveena Tandon,Average
6949,K7- The Story of Seven Immortals,,131.0,Adventure,6.0,55.0,Lloyd Baptista,Harshvardhan Rane,Unknown,Unknown,Average
6950,Kaabil,2017.0,139.0,"Action, Crime, Drama",7.1,24942.0,Sanjay Gupta,Hrithik Roshan,Yami Gautam,Ronit Roy,Hit
6951,Kaaboo,2002.0,135.0,Action,6.5,29.0,Vicky Ranawat,Rajat Bedi,Sudesh Berry,Abhay Bhargava,Average
6952,Kaadan,2021.0,170.0,"Action, Drama, Fantasy",9.1,2219.0,Prabu Solomon,Raghu Babu,Rana Daggubati,Abudhar Al Hassan,Hit
6953,Kaadhal Parisu,1987.0,143.0,"Drama, Romance",6.1,97.0,A. Jagannathan,Kamal Haasan,Radha,Ambika,Average
6954,Kaafila,1990.0,131.0,"Drama, Thriller",3.4,18.0,Sudhanshu Hakku,Divyank Sharma,Sadashiv Amrapurkar,Joy Augustine,Below_average
6955,Kaafila,2007.0,131.0,Action,3.3,174.0,Amitoj Mann,Sunny Deol,Sudesh Berry,Sana,Below_average
6956,Kaafir,1968.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
6957,Kaafiron Ki Namaaz,2013.0,149.0,"Drama, Thriller",7.1,274.0,Ram Ramesh Sharma,Alok Chaturvedi,Chandra Shekhar Dutta,Joydip Mukhopadhyay,Hit
6958,Kaagaz,2021.0,109.0,"Biography, Comedy, Drama",7.6,6738.0,Satish Kaushik,Pankaj Tripathi,Monal Gajjar,Satish Kaushik,Hit
6959,Kaagaz Ke Fools,2015.0,109.0,Comedy,3.9,136.0,Anil Chaudhary,Vinay Pathak,Mugdha Godse,Raima Sen,Below_average
6960,Kaagaz Ke Phool,1959.0,148.0,Romance,8.0,2136.0,Guru Dutt,Waheeda Rehman,Guru Dutt,Kumari Naaz,Hit
6961,Kaagaz Ki Kashti,2017.0,127.0,Documentary,8.9,203.0,Brahmanand S. Singh,Ghulam Ali,Talat Aziz,Mahesh Bhatt,Hit
6962,Kaagaz Ki Nao,1975.0,131.0,Drama,6.5,11.0,B.R. Ishara,Sarika,Reena Ghosh,Master Mithu,Average
6963,Kaajal,1965.0,168.0,"Drama, Musical, Romance",6.2,119.0,Ram Maheshwari,Meena Kumari,Dharmendra,Padmini,Average
6964,Kaaki,1992.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
6965,Kaal,2005.0,126.0,"Adventure, Horror, Mystery",4.6,5039.0,Soham Shah,Ajay Devgn,Vivek Oberoi,John Abraham,Average
6966,Kaal Bhairav,1985.0,131.0,Drama,6.0,55.0,Siva Krishna,Kantha Rao,Vijayalalitha,Unknown,Average
6967,Kaal Bhairav,1992.0,131.0,Drama,6.0,55.0,Raja Bundela,Unknown,Unknown,Unknown,Average
6968,Kaal Chakra,1988.0,131.0,"Action, Drama",5.8,13.0,Dilip Shankar,Ishrat Ali,Sadashiv Amrapurkar,Madan Jain,Average
6969,Kaala,2018.0,162.0,"Action, Drama",6.7,8163.0,Pa. Ranjith,Rajinikanth,Nana Patekar,Samuthirakani,Average
6970,Kaala Aadmi,1978.0,131.0,"Action, Thriller",6.3,11.0,Ramesh Lakhanpal,Sunil Dutt,Saira Banu,Pran,Average
6971,Kaala Mandir,2000.0,131.0,Horror,2.6,5.0,Neelima Azim,Kishore Anand Bhanushali,Birbal,Shakti Kapoor,Below_average
6972,Kaala Patthar,1979.0,176.0,"Action, Drama, History",7.7,2207.0,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Shatrughan Sinha,Hit
6973,Kaala Sach,1995.0,131.0,Thriller,6.0,55.0,Mahesh Kapoor,Mahesh Thakur,Mona Ambegaonkar,Zahid Ali,Average
6974,Kaala Samrajya,1999.0,119.0,"Action, Crime, Romance",4.2,36.0,Deepak Bahry,Sunil Shetty,Monica Bedi,Amrish Puri,Average
6975,Kaala Sona,1975.0,137.0,"Action, Thriller",6.4,61.0,Ravikant Nagaich,Feroz Khan,Parveen Babi,Prem Chopra,Average
6976,Kaalakaandi,2018.0,112.0,"Comedy, Thriller",6.3,2612.0,Akshat Verma,Saif Ali Khan,Asif Basra,Neil Bhoopalam,Average
6977,Kaale Badal,1951.0,131.0,Drama,6.0,55.0,Shyam Sunder,Pratima Devi,Jeevan,Tabassum,Average
6978,Kaale Chitte Rang,2020.0,131.0,Drama,6.0,55.0,Nitesh Sinha,Swaraj Manchanda,Afreen Rahat,Dimple Soni,Average
6979,Kaale Gore,1960.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
6980,Kaali Khuhi,2020.0,90.0,"Drama, Horror, Mystery",3.4,1032.0,Terrie Samundra,Shabana Azmi,Sanjeeda Sheikh,Riva Arora,Below_average
6981,Kaali Ki Saugandh,2000.0,90.0,Action,5.0,7.0,Saabir,Anmol,Dharmendra,Johny Fever,Average
6982,Kaali Pahadi,2000.0,131.0,Horror,6.0,55.0,Kishan Shah,Poonam Dasgupta,Mohan Joshi,Satnam Kaur,Average
6983,Kaali Topi Lal Rumaal,2000.0,131.0,"Action, Crime, Drama",6.2,29.0,Vijay Reddy,Mithun Chakraborty,Zeenat Ibrahim,Kamal Sadanah,Average
6984,Kaalia,1981.0,157.0,"Action, Drama",6.8,1412.0,Tinnu Anand,Amitabh Bachchan,Asha Parekh,Parveen Babi,Average
6985,Kaalia,1997.0,131.0,Action,5.9,42.0,Deepti Bhatnagar,Mithun Chakraborty,Kiran Kumar,Johnny Lever,Average
6986,Kaaliyan,,131.0,Unknown,6.0,55.0,S. Mahesh,Prithviraj Sukumaran,Unknown,Unknown,Average
6987,Kaalo,2010.0,79.0,"Action, Drama, Horror",3.3,260.0,Wilson Louis,Aditya Srivastav,Swini Khara,Aditya Lakhia,Below_average
6988,Kaam,2001.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
6989,Kaam Aatma,2000.0,131.0,"Horror, Thriller",6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
6990,Kaam Diwani,2005.0,131.0,Thriller,6.0,55.0,Anil Nagrath,Unknown,Unknown,Unknown,Average
6991,Kaam Granth,2001.0,125.0,Unknown,6.0,55.0,Thakur Tapasvi,Mohan Joshi,Sanjeevani Gupta,Manoj Dutt,Average
6992,Kaam Jwala: The Fire,2004.0,73.0,Drama,2.7,9.0,Kanti Shah,Amit Pachori,Sapna Sappu,Junior Jagdeep,Below_average
6993,Kaam Kanya,2000.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
6994,Kaam Kriya,2003.0,131.0,Thriller,6.0,55.0,Suresh Jain,Aslam Khan,Tina Joshi,Raju Singh,Average
6995,Kaam Krodh,2001.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
6996,Kaam Laalsa,2005.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
6997,Kaam Milan,2004.0,87.0,"Drama, Thriller",6.0,55.0,Chandni Gupta,Amit Pachori,Sapna Sappu,Ragesh Asthana,Average
6998,Kaam Path,2005.0,131.0,Thriller,6.0,55.0,Bharat Kapoor,Pramod Moutho,Raza Murad,Unknown,Average
6999,Kaam Shastra,1975.0,136.0,Thriller,6.4,13.0,Prem Kapoor,Alka,Ramesh Aurora,Urmila Bhatt,Average
7000,Kaam Vaasna,1999.0,131.0,"Drama, Thriller",6.0,55.0,K.I. Sheikh,Shah Gayaz Khan,Mohini,Sohail Khan,Average
7001,Kaamaagni,1987.0,134.0,"Drama, Music",4.6,7.0,Ashok Kumar,Sushma Ahuja,Tina Ambani,Leena Das,Average
7002,Kaamannana Makkalu,2008.0,131.0,"Action, Comedy, Drama",6.6,75.0,Chi Gurudutt,Sudeep,Rockline Venkatesh,Deepu,Average
7003,Kaamchor,1982.0,135.0,"Drama, Family",6.6,131.0,K. Viswanath,Rakesh Roshan,Jaya Prada,Tanuja,Average
7004,Kaamina,1972.0,131.0,Drama,6.0,55.0,K. Chatterjee,Unknown,Unknown,Unknown,Average
7005,Kaamini Aur Kaamdev,1999.0,131.0,Thriller,6.0,55.0,Deepak,Manjula,Nitin,Unknown,Average
7006,Kaamini Raaten,1991.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7007,Kaamukta,2001.0,131.0,Thriller,6.0,55.0,V.K. Singh,Jai,Malvindra Jit,Ali Khan,Average
7008,Kaamwali,2006.0,131.0,Drama,6.0,55.0,Suresh Jain,Tanveer,Abu Khan,Shaheen,Average
7009,Kaamyaab,1984.0,131.0,Action,5.5,18.0,K. Raghavendra Rao,Jeetendra,Shabana Azmi,Radha,Average
7010,Kaanch Ki Deewar,1986.0,131.0,"Drama, Family",4.5,8.0,M.N. Yasin,Sanjeev Kumar,Smita Patil,Shakti Kapoor,Average
7011,Kaanchi,2014.0,151.0,"Drama, Musical, Romance",4.2,590.0,Subhash Ghai,Mishti,Kartik Aaryan,Rishi Kapoor,Average
7012,Kaanchli Life in a Slough,2020.0,101.0,Drama,7.3,85.0,Dedipya Joshii,Sanjay Mishra,Shikha Malhotra,Nareshpal Singh Chouhan,Hit
7013,Kaand Black Scandal,2013.0,131.0,Drama,6.0,55.0,Kumar Santosh Gupta,Jagbir,Mahimaa,Surajkshah,Average
7014,Kaanoon Ki Awaaz,1989.0,127.0,"Action, Crime",3.8,10.0,P. Chandrasekhar,R. Kumar,Balwant Dullat,Shatrughan Sinha,Below_average
7015,Kaanpati Raat,2005.0,131.0,Thriller,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7016,Kaanta,1998.0,131.0,Comedy,6.0,55.0,Ravi Verma,Viraj Dev,Neha Kapoor,Johnny Lever,Average
7017,Kaante,2002.0,150.0,"Action, Crime, Drama",6.5,4738.0,Sanjay Gupta,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty,Average
7018,Kaaran,1981.0,131.0,"Drama, Family",6.0,55.0,B.R. Ishara,Shoma Anand,Ramesh Deo,Aruna Irani,Average
7019,Kaaranama,1990.0,138.0,Drama,4.8,17.0,Ranjeet,Vinod Khanna,Kimi Katkar,Farha Naaz,Average
7020,Kaash,1987.0,140.0,Drama,6.3,197.0,Mahesh Bhatt,Jackie Shroff,Dimple Kapadia,Master Makrand,Average
7021,Kaash,2015.0,106.0,Drama,5.0,20.0,Ishaan Nair,Nidhi Sunil,Kavya Trehan,Varun Mitra,Average
7022,Kaash Mere Hote,2009.0,131.0,Thriller,5.7,21.0,B.H. Tharun Kumar,Rajesh Khanna,Sneha Ullal,Kumar Saahil,Average
7023,Kaash Tum Hote,2014.0,128.0,Drama,6.0,55.0,Manju Bharti,Manju Bharti,Mukesh J Bharti,Farida Jalal,Average
7024,Kaash... Hamara Dil Pagal Na Hota,2003.0,149.0,Comedy,3.6,7.0,Mangal Anand,Sunil Singh,Chetan Aneja,Mithun Purandare,Below_average
7025,Kaashi in Search of Ganga,2018.0,125.0,Thriller,5.4,259.0,Dhiraj Kumar,Prince Adhikari,Aishwarya Devan,Kranti Prakash Jha,Average
7026,Kaatil Kaun,1959.0,131.0,Mystery,6.0,55.0,Chandrashekhar,Jabeen Jalil,Unknown,Unknown,Average
7027,Kab Tak Chup Rahungi,1988.0,131.0,Drama,5.8,9.0,T. Prakash Rao,Amala Akkineni,Vikas Anand,Darshan,Average
7028,Kab Tak Pukaroon,1985.0,131.0,Thriller,6.0,55.0,A.K. Mishra,Pallavi Joshi,Sanjana Kapoor,Pankaj Kapur,Average
7029,Kab? Kyoon? Aur Kahan?,1970.0,136.0,"Action, Mystery, Romance",6.8,117.0,Arjun Hingorani,Dharmendra,Babita Kapoor,Pran,Average
7030,Kabaad- The Coin,2021.0,132.0,Drama,6.6,76.0,Varadraj Swami,Vivaan Shah,Zoya Afroz,Abhishek Bajaj,Average
7031,Kabab Mein Haddi,2014.0,110.0,Comedy,6.0,55.0,Rabinder Parasher,Purva Arora,Anil Bhonsle,Leeza Bindra,Average
7032,Kabaddi,2018.0,140.0,Thriller,6.0,55.0,S.P. Nimbawat,Jai Yadav,Kiran Kumar,Shahbaaz Khan,Average
7033,Kabali,2016.0,153.0,"Action, Crime, Drama",6.2,11886.0,Pa. Ranjith,Rajinikanth,Winston Chao,Radhika Apte,Average
7034,Kaban,1982.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7035,Kabeela,1976.0,131.0,"Action, Adventure, Crime",6.5,19.0,Bolu Khosla,Feroz Khan,Rekha,Kamini Kaushal,Average
7036,Kabhi Ajnabi Thé,1985.0,131.0,"Romance, Sport",5.0,14.0,Vijay Singh,Poonam Dhillon,Sandeep Patil,Debashree Roy,Average
7037,Kabhi Alvida Naa Kehna,2006.0,193.0,"Drama, Romance",6.1,18783.0,Karan Johar,Shah Rukh Khan,Rani Mukerji,Amitabh Bachchan,Average
7038,Kabhi Andhera Kabhi Ujala,1958.0,131.0,"Drama, Family",6.0,55.0,C.P. Dixit,Kishore Kumar,Nutan,Kumkum,Average
7039,Kabhi Bhi Kahin Bhi,,131.0,"Drama, Romance, Thriller",6.0,55.0,Yogendra Singh,Dia Mirza,Dino Morea,Sharat Saxena,Average
7040,Kabhi Dhoop Kabhi Chhaon,1971.0,131.0,"Drama, Family",6.0,55.0,Chandrakant,Dara Singh,Jagdeep,Ameeta,Average
7041,Kabhi Dhoop Kabhi Chhaon,1992.0,131.0,Drama,6.0,55.0,Basu Bhattacharya,Satyendra Kapoor,Rakesh Pandey,Dina Pathak,Average
7042,Kabhi Eid Kabhi Diwali,2021.0,131.0,Drama,6.0,55.0,Farhad Samji,Salman Khan,Pooja Hegde,Unknown,Average
7043,Kabhi Haan Kabhi Naa,1994.0,158.0,"Comedy, Drama, Music",7.8,17567.0,Kundan Shah,Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori,Hit
7044,Kabhi Kahin...,2008.0,131.0,Mystery,6.0,55.0,Amol Shetge,Ashmit Patel,Anubhav Anand,Tulip Joshi,Average
7045,Kabhi Khushi Kabhie Gham...,2001.0,210.0,"Drama, Musical, Romance",7.4,46172.0,Karan Johar,Shah Rukh Khan,Kajol,Amitabh Bachchan,Hit
7046,Kabhi Kranti Kabhi Jung,2004.0,131.0,Action,6.0,55.0,Haresh,Junior Amitabh Bachchan,Ali Abbasee,Sangeeta Tiwari,Average
7047,Kabhi Na Kabhi,1998.0,157.0,"Action, Drama, Romance",4.3,158.0,Priyadarshan,Jackie Shroff,Anil Kapoor,Pooja Bhatt,Average
7048,Kabhi Paas Kabhi Fail,1999.0,95.0,"Comedy, Family",6.2,20.0,Virendra Saini,Sajeel Parakh,Saurabh Shukla,Sona,Average
7049,Kabhi Socha Bhi Na Tha,2008.0,102.0,Drama,6.0,55.0,Kallol Sen,Dibyendu Bhattacharya,Madhoo,Seema Mishra,Average
7050,Kabhi Yuh Bhi Toh Ho,2014.0,102.0,Family,6.0,55.0,Paritosh Goswami,Vishwa Bhavsar,Zaraius Contractor,Jyotin Dave,Average
7051,Kabhie Kabhie,1976.0,177.0,"Drama, Romance",7.4,1986.0,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Rakhee Gulzar,Hit
7052,Kabhie Tum Kabhie Hum,2002.0,131.0,"Comedy, Drama, Family",4.4,14.0,Roop Dutta Naik,Mamta Kulkarni,Charuhas Shidore,Anjan Srivastav,Average
7053,Kabir Singh,2019.0,173.0,"Action, Drama, Romance",7.1,27731.0,Sandeep Reddy Vanga,Shahid Kapoor,Kiara Advani,Nikita Dutta,Hit
7054,Kabirdas,2003.0,131.0,Drama,6.0,55.0,Raju V.V.,Vijayachander,J.V. Somayajulu,Gautami,Average
7055,Kabli Khan,1963.0,123.0,"Action, Musical",4.8,9.0,K. Amarnath,Ajit,Helen,Samson,Average
7056,Kabrastan,1988.0,135.0,Horror,3.7,27.0,Mohan Bhakri,Hemant Birje,Kamna,Javed Khan,Below_average
7057,Kabrastan,2000.0,109.0,Horror,3.1,16.0,Ramesh U. Lakhiani,Amit Kapoor,Satnam Kaur,Shehzad Khan,Below_average
7058,Kabul Express,2006.0,105.0,"Adventure, Comedy, Drama",6.8,3181.0,Kabir Khan,John Abraham,Arshad Warsi,Salman Shahid,Average
7059,Kabuliwala,1961.0,95.0,Drama,7.8,317.0,Hemen Gupta,Balraj Sahni,Baby Sonu,Usha Kiran,Hit
7060,Kabza,2021.0,131.0,"Action, Adventure",6.0,55.0,R. Chandru,Nayanthara,Jackie Shroff,Prakash Raj,Average
7061,Kabzaa,1988.0,143.0,"Action, Crime, Drama",5.9,185.0,Mahesh Bhatt,Raj Babbar,Sanjay Dutt,Amrita Singh,Average
7062,Kaccha Limboo,2011.0,141.0,"Comedy, Family",6.4,88.0,Sagar Ballary,Muntazir Ahmad,Karan Bhanushali,Bhairavi Goswami,Average
7063,Kacha Chor,1977.0,131.0,Drama,4.4,7.0,Jambulingam,Randhir Kapoor,Rekha,Som Dutt,Average
7064,Kachche Dhaage,1999.0,144.0,"Action, Drama, Thriller",6.0,1428.0,Milan Luthria,Ajay Devgn,Saif Ali Khan,Manisha Koirala,Average
7065,Kachche Heere,1982.0,131.0,Action,5.3,27.0,Narendra Bedi,Feroz Khan,Reena Roy,Danny Denzongpa,Average
7066,Kachche Rishtey,2000.0,131.0,Thriller,6.0,55.0,Abid,Dilip Advani,Sushil Chowdhary,Chetana Gupta,Average
7067,Kachchi Jawani,1987.0,95.0,Thriller,6.0,55.0,Kapil Dev,Kapil Karzan,Ragini,Swapna,Average
7068,Kachchi Kali,1987.0,131.0,Drama,6.0,55.0,K.R. Rangan,Sonika Gill,Kapil Karzan,Ajinkya Deo,Average
7069,Kachchi Sadak,2006.0,145.0,"Action, Drama",6.1,34.0,Sanjay D. Singh,Rahul Singh,Parmita Katkar,Tinnu Anand,Average
7070,Kachha Yauvan,1993.0,96.0,Thriller,6.0,55.0,Lakshmi Musari,Joe Simpson,Unknown,Unknown,Average
7071,Kachhi Kali,2004.0,86.0,Drama,6.0,55.0,Kanti Shah,Sapna Sappu,Junior Amitabh Bachchan,Vinod Tripathi,Average
7072,Kachi Umar Mein,1998.0,89.0,Thriller,6.0,55.0,Preetha,Sharda,Usman,Unknown,Average
7073,Kadakh,2019.0,108.0,"Comedy, Drama, Thriller",7.0,1381.0,Rajat Kapoor,Ranvir Shorey,Mansi Multani,Palomi Ghosh,Hit
7074,Kadakti Bijli,1936.0,131.0,Unknown,6.0,55.0,Bashir,Chanda,Unknown,Unknown,Average
7075,Kadal Meengal,1981.0,137.0,Drama,6.6,76.0,G.N. Rangarajan,Kamal Haasan,Sujatha,Ambika,Average
7076,Kadamban,2017.0,142.0,"Action, Adventure, Drama",5.3,417.0,N. Ragavan,Arya,Catherine Tresa,Deepraj Rana,Average
7077,Kadambari,1944.0,131.0,Unknown,6.0,55.0,Nandlal Jaswantlal,Shanta Apte,Vanamala,Pahadi Sanyal,Average
7078,Kadambari,1976.0,131.0,"Drama, Romance",6.4,7.0,Hk Verma,Shabana Azmi,Vijay Arora,Chand Usmani,Average
7079,Kadardaan,1991.0,131.0,Unknown,6.0,55.0,Kawal Sharma,Sandeep,Rahul Singh,Unknown,Average
7080,Kadhal Desam,1996.0,158.0,"Comedy, Drama, Romance",6.8,458.0,Kathir,Abbas,S.P. Balasubrahmanyam,Chaplin Balu,Average
7081,Kadhal Mannan,1998.0,135.0,"Drama, Romance",7.1,789.0,Saran,Ajith Kumar,Maanu,M.S. Viswanathan,Hit
7082,Kadke Kamal Ke,2019.0,136.0,Comedy,6.8,5.0,Laxman Singh,Aaryan Adhikari,Neeta Dhungana,Rajpal Yadav,Average
7083,Kadvi Hawa,2017.0,95.0,Drama,8.1,985.0,Nila Madhab Panda,Nilamadhab Panda,Sanjay Mishra,Ranvir Shorey,Hit
7084,Kafan,1990.0,147.0,Horror,5.8,48.0,Dhirendra Bohra,Javed Khan,Jamuna,Viju Khote,Average
7085,Kafan,1981.0,131.0,Drama,6.0,55.0,Dhirendra Bohra,Pradeep Kumar,Mamata Shankar,Unknown,Average
7086,Kafila,1952.0,131.0,Musical,6.0,55.0,Aravind Sen,Ashok Kumar,Nalini Jaywant,Motilal,Average
7087,Kagaar: Life on the Edge,2003.0,150.0,"Crime, Drama",5.7,50.0,N. Chandra,Om Puri,Nandita Das,Amitabh Dayal,Average
7088,Kahaani,2012.0,122.0,"Mystery, Thriller",8.1,59060.0,Sujoy Ghosh,Vidya Balan,Parambrata Chattopadhyay,Indraneil Sengupta,Hit
7089,Kahaani 2,2016.0,127.0,"Mystery, Thriller",6.6,5159.0,Sujoy Ghosh,Vidya Balan,Arjun Rampal,Jugal Hansraj,Average
7090,Kahaani Gudiya Ki...: True Story of a Woman,2008.0,112.0,"Biography, Drama",5.8,32.0,Prabhakar Shukla,Divya Dutta,Arif Zakaria,Rajpal Yadav,Average
7091,Kahan Gaye,1946.0,131.0,Mystery,6.0,55.0,Niranjan,Geeta Bali,Chand Burke,Unknown,Average
7092,Kahan Hai Kanoon,1989.0,131.0,Action,6.9,7.0,Deepak Balraj Vij,Sadashiv Amrapurkar,Anand Balraj,Sudhir Dalvi,Average
7093,Kahan Hai Manzil Teri,1939.0,131.0,Unknown,6.0,55.0,S.M. Yusuf,Agha,Sayani Atish,Ila Devi,Average
7094,Kahan Ho Tum,2003.0,131.0,"Drama, Family",3.9,22.0,Vijay Kumar,Ishita Arun,Samir Soni,Sharman Joshi,Below_average
7095,Kahan Ho Tum Bagira,1980.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
7096,Kahan Ka Raasta,2017.0,131.0,Documentary,6.0,55.0,Savyasachi Anju Prabir,Unknown,Unknown,Unknown,Average
7097,Kahan Kahan Se Guzar,1986.0,131.0,"Drama, Musical",5.4,10.0,Anil Kapoor,Unknown,Unknown,Unknown,Average
7098,Kahan Kahan Se Guzar Gaya,1981.0,131.0,Drama,5.3,11.0,M.S. Sathyu,Masood Akhtar,Ajoy Bannerjee,Enakshi Bannerjee,Average
7099,Kahan Tak Aasmaan Hai,1984.0,131.0,Unknown,6.0,55.0,Mehmood Kureshi,Rakesh Bedi,Rani Deepa,A.K. Hangal,Average
7100,Kahani,1949.0,131.0,Drama,6.0,55.0,Nitin Bose,Unknown,Unknown,Unknown,Average
7101,Kahani Ek Chor Ki,1981.0,138.0,"Action, Crime",5.2,9.0,S. Ramanathan,Asrani,Master Bhagwan,Chandrashekhar,Average
7102,Kahani Ek Sangharsh ki,2014.0,131.0,Drama,6.0,55.0,Anmol,Nitin Mathur,Anmol,Unknown,Average
7103,Kahani Har Zamane Ki,1971.0,131.0,Animation,6.0,55.0,Bhimsain,Unknown,Unknown,Unknown,Average
7104,Kahani Hum Subb Ki,1973.0,131.0,"Drama, Romance",3.1,9.0,Rajkumar Kohli,Mala Sinha,Om Prakash,Arun Chopra,Below_average
7105,Kahani Kamini Ki,2001.0,131.0,Thriller,6.0,55.0,Shakeela,Sudhakar,Vahini,Unknown,Average
7106,Kahani Kismat Ki,1973.0,131.0,"Action, Drama",6.0,90.0,Arjun Hingorani,Dharmendra,Rekha,Ajit,Average
